央视卫视,#genre#
教育4台,http://183.215.102.57:8089/180000001001/00000001000000001017000000440665/index.m3u8
CCTV1,http://39.134.13.35:6610/180000001001/00000001000000001001000000000036/main.m3u8?IASHttpSessionId=OTT
CCTV1,http://39.134.242.92:80/180000001002/00000001000000000007000000001243/index.m3u8
CCTV2,http://39.134.13.35:6610/180000001001/00000001000000001001000000000050/main.m3u8?IASHttpSessionId=OTT
CCTV2,http://39.134.242.92:80/180000001002/00000001000000000008000000047431/index.m3u8
CCTV3,http://39.134.13.35:6610/180000001001/00000001000000001001000000000051/main.m3u8?IASHttpSessionId=OTT
CCTV3,http://39.134.242.92:80/180000001002/00000001000000000008000000047432/index.m3u8
CCTV4,http://39.134.13.35:6610/180000001001/00000001000000001001000000000052/main.m3u8?IASHttpSessionId=OTT
CCTV4,http://39.134.242.92:80/180000001002/00000001000000000008000000047433/index.m3u8
CCTV5,http://39.134.13.35:6610/180000001001/00000001000000001001000000000053/main.m3u8?IASHttpSessionId=OTT
CCTV5,http://39.134.242.92:80/180000001002/00000001000000000008000000047434/index.m3u8
CCTV5+,http://39.134.13.35:6610/180000001001/00000001000000000002000000027985/main.m3u8?IASHttpSessionId=OTT
CCTV5+,http://39.134.242.92:80/180000001002/00000001000000000008000000047442/index.m3u8
CCTV6,http://39.134.13.35:6610/180000001001/00000001000000001001000000000054/main.m3u8?IASHttpSessionId=OTT
CCTV6,http://39.134.242.92:80/180000001002/00000001000000000008000000047435/index.m3u8
CCTV7,http://39.134.13.35:6610/180000001001/00000001000000001001000000000055/main.m3u8?IASHttpSessionId=OTT
CCTV7,http://39.134.242.92:80/180000001002/00000001000000000008000000047436/index.m3u8
CCTV8,http://39.134.13.35:6610/180000001001/00000001000000001001000000000056/main.m3u8?IASHttpSessionId=OTT
CCTV8,http://39.134.242.92:80/180000001002/00000001000000000008000000047437/index.m3u8
CCTV9,http://39.134.13.35:6610/180000001001/00000001000000001001000000000057/main.m3u8?IASHttpSessionId=OTT
CCTV9,http://39.134.242.92:80/180000001002/00000001000000000008000000047438/index.m3u8
CCTV10,http://39.134.13.35:6610/180000001001/00000001000000001001000000000058/main.m3u8?IASHttpSessionId=OTT
CCTV10,http://39.134.242.92:80/180000001002/00000001000000000008000000047439/index.m3u8
CCTV11,http://39.134.13.35:6610/180000001001/00000001000000001019000000352943/main.m3u8?IASHttpSessionId=OTT
CCTV11,http://39.134.242.92:80/180000001002/00000001000000000026000000446966/index.m3u8
CCTV12,http://39.134.13.35:6610/180000001001/00000001000000001001000000000060/main.m3u8?IASHttpSessionId=OTT
CCTV12,http://39.134.242.92:80/180000001002/00000001000000000008000000047440/index.m3u8
CCTV13,http://39.134.13.35:6610/180000001001/00000001000000000045000000287929/main.m3u8?IASHttpSessionId=OTT
CCTV13,http://39.134.242.92:80/180000001002/00000001000000000050000000133801/index.m3u8
CCTV14,http://39.134.13.35:6610/180000001001/00000001000000001001000000000059/main.m3u8?IASHttpSessionId=OTT
CCTV14,http://39.134.242.92:80/180000001002/00000001000000000008000000047441/index.m3u8
CCTV15,http://39.134.13.35:6610/180000001001/00000001000000001019000000352948/main.m3u8?IASHttpSessionId=OTT
CCTV15,http://39.134.242.92:80/180000001002/00000001000000000026000000446967/index.m3u8
CCTV17,http://39.134.13.35:6610/180000001001/00000001000000001018000000188913/main.m3u8?IASHttpSessionId=OTT
CCTV17,http://39.134.242.92:80/180000001002/00000001000000000025000000024152/index.m3u8
湖南都市,http://39.134.13.35:6610/180000001001/00000001000000001001000000000041/main.m3u8?IASHttpSessionId=OTT
湖南都市,http://183.215.102.57:8089/180000001001/00000001000000000007000000001249/main.m3u8
湖南电视剧,http://39.134.13.35:6610/180000001001/00000001000000001001000000000037/main.m3u8?IASHttpSessionId=OTT
湖南电视剧,http://183.215.102.57:8089/180000001001/00000001000000000007000000001245/main.m3u8
湖南电影,http://39.134.13.35:6610/180000001001/00000001000000001001000000000038/main.m3u8?IASHttpSessionId=OTT
湖南电影,http://183.215.102.57:8089/180000001001/00000001000000000007000000001246/main.m3u8
湖南娱乐,http://39.134.13.35:6610/180000001001/00000001000000001001000000000040/main.m3u8?IASHttpSessionId=OTT
湖南娱乐,http://183.215.102.57:8089/180000001001/00000001000000000007000000001248/main.m3u8
金鹰纪实,http://39.134.13.35:6610/180000001001/00000001000000001007000000063477/main.m3u8?IASHttpSessionId=OTT
金鹰纪实,http://183.215.102.57:8089/180000001001/00000001000000000016000000007228/main.m3u8
湖南公共,http://39.134.13.35:6610/180000001001/00000001000000001001000000000044/main.m3u8?IASHttpSessionId=OTT
湖南公共,http://183.215.102.57:8089/180000001001/00000001000000000008000000047425/main.m3u8
湖南国际,http://39.134.13.35:6610/180000001001/00000001000000001001000000000045/main.m3u8?IASHttpSessionId=OTT
湖南国际,http://183.215.102.57:8089/180000001001/00000001000000000008000000047426/main.m3u8
金鹰卡通,http://39.134.13.35:6610/180000001001/00000001000000001001000000000039/main.m3u8?IASHttpSessionId=OTT
金鹰卡通,http://183.215.102.57:8089/180000001001/00000001000000000007000000001247/main.m3u8
湖南教育,http://183.215.102.57:8089/180000001001/00000001000000000023000000196697/main.m3u8
株洲综合,http://183.215.102.57:8089/180000001002/00000001000000000008000000047450/main.m3u8?IASHttpSessionId=OTT
株洲综合,http://39.134.13.35:6610/180000001001/00000001000000000008000000047450/index.m3u8?
株洲综合,http://39.134.13.35:6610/180000001001/00000001000000001001000000000069/index.m3u8?
CGTN,http://39.134.13.35:6610/180000001001/00000001000000000002000000028019/main.m3u8?IASHttpSessionId=OTT
CGTN,http://183.215.102.57:8089/180000001001/00000000000000020000000000182292/main.m3u8
CGTN纪录,http://39.134.13.35:6610/180000001001/00000001000000000002000000028012/main.m3u8?IASHttpSessionId=OTT
CGTN纪录,http://39.134.242.92:80/180000001002/00000000000000020000000000182305/main.m3u8
快乐垂钓,http://39.134.13.35:6610/180000001001/00000001000000000010000000040368/index.m3u8?
先锋乒羽,http://39.134.240.3/PLTV/2/224/3221226006/index.m3u8
湖南快乐购,http://39.134.13.35:6610/180000001001/00000001000000001001000000000046/index.m3u8?
湖南生活家,http://39.134.13.35:6610/180000001001/00000001000000001026000000099192/main.m3u8?IASHttpSessionId=OTT
湖南生活家,http://39.134.240.3/PLTV/2/224/3221226150/index.m3u8
湖南茶频道,http://183.215.116.134:6610/180000001001/00000001000000000025000000316196/main.m3u8?IASHttpSessionId=OTT
浏阳综合,http://39.134.13.35:6610/180000001001/00000001000000001001000000000026/main.m3u8?IASHttpSessionId=OTT
浏阳综合,http://39.134.13.35:6610/180000001001/00000001000000001001000000000026/index.m3u8?
长沙新闻,http://39.134.13.35:6610/180000001001/00000001000000001001000000000048/main.m3u8?IASHttpSessionId=OTT
长沙新闻,http://183.215.102.57:8089/180000001001/00000000000000020000000000182539/main.m3u8
长沙政法,http://39.134.13.35:6610/180000001001/00000001000000001001000000000049/main.m3u8?IASHttpSessionId=OTT
长沙政法,http://183.215.102.57:8089/180000001001/00000000000000020000000000182540/main.m3u8
长沙影视,http://39.134.240.3/PLTV/2/224/3221226160/index.m3u8
长沙嘉丽购,http://39.134.13.35:6610/180000001001/00000001000000000008000000047453/index.m3u8?
湘潭综合,http://183.215.102.57:8089/180000001002/00000001000000000008000000047451/main.m3u8?IASHttpSessionId=OTT
湘潭综合,http://39.134.13.35:6610/180000001001/00000001000000000008000000047451/index.m3u8?
湘潭综合,http://39.134.13.35:6610/180000001001/00000001000000001001000000000070/index.m3u8?
湘潭综合,http://39.134.240.3/PLTV/2/224/3221226172/index.m3u8
郴州综合,http://39.134.13.35:6610/180000001001/00000001000000001023000000052251/main.m3u8?IASHttpSessionId=OTT
郴州综合,http://183.215.102.57:8089/180000001002/00000001000000000031000000253555/main.m3u8?IASHttpSessionId=OTT
怀化新闻,http://39.134.13.35:6610/180000001001/00000001000000000016000000287147/index.m3u8?
常德综合,http://183.215.116.134:6610/180000001001/00000001000000000014000000153736/main.m3u8?IASHttpSessionId=OTT
常德综合,http://183.215.102.57:8089/180000001002/00000001000000000014000000153736/main.m3u8?IASHttpSessionId=OTT
益阳综合,http://39.134.13.35:6610/180000001001/00000001000000001024000000187764/main.m3u8?IASHttpSessionId=OTT
益阳公共,http://39.134.13.35:6610/180000001001/00000001000000001024000000187766/main.m3u8?IASHttpSessionId=OTT
张家界综合,http://39.134.13.35:6610/180000001001/00000001000000001017000000440370/main.m3u8?IASHttpSessionId=OTT
张家界公共,http://39.134.13.35:6610/180000001001/00000001000000001017000000440409/main.m3u8?IASHttpSessionId=OTT
娄底综合,http://39.134.13.35:6610/180000001001/00000001000000001024000000394721/main.m3u8?IASHttpSessionId=OTT
娄底教育,http://39.134.13.35:6610/180000001001/00000001000000001024000000394723/main.m3u8?IASHttpSessionId=OTT
衡阳综合,http://39.134.13.35:6610/180000001001/00000001000000001024000000080268/main.m3u8?IASHttpSessionId=OTT
衡阳公共,http://183.215.102.57:8089/180000001001/00000001000000001024000000080269/main.m3u8?IASHttpSessionId=OTT
永州综合,http://183.215.102.57:8089/180000001002/00000001000000000070000000360264/main.m3u8?IASHttpSessionId=OTT
永州综合,http://39.134.13.35:6610/180000001001/00000001000000000064000000298007/main.m3u8?IASHttpSessionId=OTT
永州公共,http://183.215.102.57:8089/180000001002/00000001000000000070000000360265/main.m3u8?IASHttpSessionId=OTT
邵阳新闻,http://183.215.102.57:8089/180000001002/00000001000000000035000000442109/main.m3u8?IASHttpSessionId=OTT
湘西综合,http://183.215.102.57:8089/180000001002/00000001000000000016000000007222/main.m3u8?IASHttpSessionId=OTT
湘西公共,http://183.215.117.133:6610/180000001001/00000001000000000016000000007221/index.m3u8?fmt=ts2hls
岳阳综合,http://183.215.102.57:8089/180000001002/00000001000000000015000000071030/main.m3u8?IASHttpSessionId=OTT
岳阳公共,http://183.215.102.57:8089/180000001002/00000001000000000015000000071035/main.m3u8?IASHttpSessionId=OTT
芒果汽车,http://39.134.13.35:6610/180000001001/00000001000000001025000000196967/main.m3u8?IASHttpSessionId=OTT
芒果好看,http://39.134.13.35:6610/180000001001/00000001000000001026000000099174/main.m3u8?IASHttpSessionId=OTT
好吃厨房,http://39.134.13.35:6610/180000001001/00000001000000001001000000000032/main.m3u8?IASHttpSessionId=OTT
好吃厨房,http://39.134.13.35:6610/180000001001/00000001000000001026000000099214/main.m3u8?IASHttpSessionId=OTT
好吃厨房,http://39.134.13.35:6610/180000001001/00000001000000001001000000000032/index.m3u8?
芒果精选,http://39.134.13.35:6610/180000001001/00000001000000001025000000196968/main.m3u8?IASHttpSessionId=OTT
芒果精选,http://39.134.13.35:6610/180000001001/00000001000000001026000000099155/main.m3u8?IASHttpSessionId=OTT
江苏卫视,http://39.134.13.35:6610/180000001001/00000001000000001001000000000043/main.m3u8?IASHttpSessionId=OTT
江苏卫视,http://183.215.102.57:8089/180000001001/00000001000000000007000000001244/main.m3u8
浙江卫视,http://183.215.102.57:8089/180000001001/00000001000000000007000000001250/index.m3u8
浙江卫视,http://183.215.102.57:8089/180000001001/00000001000000001001000000000042/index.m3u8
浙江卫视,http://39.134.13.35:6610/180000001001/00000001000000001001000000000042/main.m3u8?IASHttpSessionId=OTT
浙江卫视,http://183.215.102.57:8089/180000001001/00000000000000020000000000182563/main.m3u8
安徽卫视,http://39.134.13.35:6610/180000001001/00000001000000001007000000063659/main.m3u8?IASHttpSessionId=OTT
安徽卫视,http://39.134.242.92:80/180000001002/00000001000000000016000000007224/index.m3u8
北京卫视,http://39.134.13.35:6610/180000001001/00000001000000001001000000000062/main.m3u8?IASHttpSessionId=OTT
北京卫视,http://39.134.242.92:80/180000001002/00000001000000000008000000047443/index.m3u8
北京卡酷,http://183.215.102.57:8089/180000001001/00000001000000000090000000215608/index.m3u8
北京卡酷,http://183.215.102.57:8089/180000001001/00000000000000020000000000182277/main.m3u8
天津卫视,http://39.134.13.35:6610/180000001001/00000001000000001001000000000063/main.m3u8?IASHttpSessionId=OTT
天津卫视,http://183.215.102.57:8089/180000001001/00000001000000000008000000047444/main.m3u8
东方卫视,http://39.134.13.35:6610/180000001001/00000001000000001001000000000064/main.m3u8?IASHttpSessionId=OTT
东方卫视,http://183.215.102.57:8089/180000001001/00000001000000000008000000047445/main.m3u8
东南卫视,http://183.215.102.57:8089/180000001001/00000001000000000010000000040459/main.m3u8
南方卫视,http://183.215.102.57:8089/180000001001/00000000000000020000000000182538/main.m3u8
广东卫视,http://39.134.242.92:80/180000001002/00000001000000000010000000040391/index.m3u8
广东卫视,http://39.134.240.3/PLTV/2/224/3221225970/index.m3u8
广东卫视,http://183.215.102.57:8089/180000001001/00000001000000000010000000040391/main.m3u8
广东卫视,http://39.134.13.35:6610/180000001001/00000001000000000010000000040391/index.m3u8?
广西卫视,http://183.215.102.57:8089/180000001001/00000001000000000090000000215605/index.m3u8
广西卫视,http://183.215.102.57:8089/180000001001/00000000000000020000000000182256/main.m3u8
广西卫视,http://39.134.242.92:80/180000001002/00000000000000020000000000182256/index.m3u8
广西卫视,http://39.134.240.3/PLTV/2/224/3221225978/index.m3u8
贵州卫视,http://39.134.13.35:6610/180000001001/00000001000000001007000000062998/main.m3u8?IASHttpSessionId=OTT
贵州卫视,http://39.134.13.35:6610/180000001001/00000001000000000010000000040424/index.m3u8?
贵州卫视,http://39.134.242.92:80/180000001002/00000001000000000010000000040424/index.m3u8
贵州卫视,http://39.134.240.3/PLTV/2/224/3221225990/index.m3u8
贵州卫视,http://183.215.102.57:8089/180000001001/00000001000000000010000000040424/main.m3u8
海南卫视,http://183.215.102.57:8089/180000001001/00000001000000000057000000208265/index.m3u8
海南卫视,http://39.134.240.3/PLTV/2/224/3221225992/index.m3u8
海南卫视,http://39.134.242.92:80/180000001002/00000000000000020000000000181765/index.m3u8
海南卫视,http://183.215.102.57:8089/180000001001/00000000000000020000000000181765/main.m3u8
河南卫视,http://183.215.102.57:8089/180000001001/00000000000000020000000000182260/main.m3u8
河南卫视,http://39.134.242.92:80/180000001002/00000000000000020000000000182260/index.m3u8
河南卫视,http://39.134.240.3/PLTV/2/224/3221226068/index.m3u8
深圳卫视,http://39.134.13.35:6610/180000001001/00000001000000001001000000000065/main.m3u8?IASHttpSessionId=OTT
深圳卫视,http://183.215.102.57:8089/180000001001/00000001000000000008000000047446/main.m3u8
辽宁卫视,http://39.134.13.35:6610/180000001001/00000001000000001007000000063293/main.m3u8?IASHttpSessionId=OTT
辽宁卫视,http://183.215.102.57:8089/180000001001/00000001000000000016000000007225/main.m3u8
湖北卫视,http://39.134.13.35:6610/180000001001/00000001000000001001000000000066/main.m3u8?IASHttpSessionId=OTT
湖北卫视,http://183.215.102.57:8089/180000001001/00000001000000000008000000047447/main.m3u8
山东卫视,http://39.134.13.35:6610/180000001001/00000001000000001001000000000067/main.m3u8?IASHttpSessionId=OTT
黑龙江卫视,http://39.134.13.35:6610/180000001001/00000001000000001001000000000068/main.m3u8?IASHttpSessionId=OTT
黑龙江卫视,http://39.134.13.35:6610/180000001001/00000000000000020000000000182571/index.m3u8?
黑龙江卫视,http://39.134.13.35:6610/180000001001/00000001000000000008000000047449/index.m3u8?
黑龙江卫视,http://39.134.13.35:6610/180000001001/00000001000000001001000000000068/index.m3u8?
河北卫视,http://39.134.13.35:6610/180000001001/00000001000000001007000000063290/main.m3u8?IASHttpSessionId=OTT
河北卫视,http://39.134.242.92:80/180000001002/00000001000000000016000000007223/index.m3u8
河北卫视,http://39.134.13.35:6610/180000001001/00000001000000000016000000007223/index.m3u8?
河北卫视,http://39.134.240.3/PLTV/2/224/3221226070/index.m3u8
河北卫视,http://183.215.102.57:8089/180000001001/00000001000000000016000000007223/main.m3u8
河北卫视,http://39.134.13.73:6610/180000001001/00000001000000000016000000007223/index.m3u8?
山东卫视,http://183.215.102.57:8089/180000001001/00000001000000000008000000047448/main.m3u8
山东教育,http://39.134.13.73:6610/180000001001/00000001000000000016000000007227/index.m3u8?
山西卫视,http://183.215.102.57:8089/180000001001/00000000000000020000000000182271/main.m3u8
甘肃卫视,http://39.134.13.35:6610/180000001001/00000001000000000045000000287932/main.m3u8?IASHttpSessionId=OTT
甘肃卫视,http://39.134.240.3/PLTV/2/224/3221225779/index.m3u8
吉林卫视,http://183.215.102.57:8089/180000001001/00000001000000000057000000208223/index.m3u8
吉林卫视,http://39.134.240.3/PLTV/2/224/3221226072/index.m3u8
四川卫视,http://183.215.102.57:8089/180000001001/00000001000000000064000000308823/index.m3u8
四川卫视,http://183.215.102.57:8089/180000001001/00000000000000020000000000182257/main.m3u8
重庆卫视,http://183.215.102.57:8089/180000001001/00000001000000000064000000308825/index.m3u8
重庆卫视,http://183.215.102.57:8089/180000001001/00000000000000020000000000182258/main.m3u8
吉林卫视,http://183.215.102.57:8089/180000001001/00000000000000020000000000182264/main.m3u8
吉林卫视,http://39.134.242.92:80/180000001002/00000000000000020000000000182264/index.m3u8
青海卫视,http://183.215.102.57:8089/180000001001/00000001000000000090000000215609/index.m3u8
青海卫视,http://39.134.242.92:80/180000001002/00000000000000020000000000182317/index.m3u8
青海卫视,http://183.215.102.57:8089/180000001001/00000000000000020000000000182317/main.m3u8
宁夏卫视,http://39.134.13.35:6610/180000001001/00000001000000001001000000000016/index.m3u8?
陕西卫视,http://183.215.102.57:8089/180000001001/00000001000000000090000000215607/index.m3u8
陕西卫视,http://183.215.102.57:8089/180000001001/00000000000000020000000000182270/main.m3u8
厦门卫视,http://183.215.102.57:8089/180000001001/00000001000000000022000000381023/main.m3u8
内蒙卫视,http://39.134.13.35:6610/180000001001/00000001000000001001000000000015/index.m3u8?
云南卫视,http://183.215.102.57:8089/180000001001/00000001000000000090000000215606/index.m3u8
云南卫视,http://183.215.102.57:8089/180000001001/00000000000000020000000000182259/main.m3u8
新疆卫视,http://39.134.13.35:6610/180000001001/00000001000000001001000000000018/index.m3u8?
西藏卫视,http://39.134.13.35:6610/180000001001/00000001000000001001000000000017/index.m3u8?
财富天下,http://39.134.240.3/PLTV/2/224/3221226366/index.m3u8
中国天气,http://39.134.240.3/PLTV/2/224/3221225809/index.m3u8
家庭理财,http://39.134.13.35:6610/180000001001/00000001000000000010000000040379/index.m3u8?
家庭理财,http://39.134.240.3/PLTV/2/224/3221226364/index.m3u8
环球旅游,http://39.134.13.35:6610/180000001001/00000001000000000064000000308870/index.m3u8?
嘉佳卡通,http://39.134.242.92:80/180000001002/00000001000000000022000000381025/index.m3u8
嘉佳卡通,http://183.215.102.57:8089/180000001001/00000001000000000022000000381025/main.m3u8
哈哈炫动,http://39.134.240.3/PLTV/2/224/3221226084/index.m3u8
梨园,http://39.134.13.35:6610/180000001001/00000001000000000064000000308847/index.m3u8?
体育,http://39.134.13.35:6610/180000001001/00000001000000000008000000047454/index.m3u8?
天元围棋,http://39.134.13.35:6610/180000001001/00000001000000000010000000040365/index.m3u8?
文物宝库,http://39.134.13.35:6610/180000001001/00000001000000000064000000308848/index.m3u8?
武术世界,http://39.134.13.35:6610/180000001001/00000001000000000064000000308859/index.m3u8?
炫动卡通,http://183.215.102.57:8089/180000001001/00000000000000020000000000182497/main.m3u8
优漫卡通,http://183.215.102.57:8089/180000001001/00000000000000020000000000182321/main.m3u8
优优宝贝,http://39.134.13.35:6610/180000001001/00000001000000000010000000040377/index.m3u8?

NewTV和iHOT,#genre#
东北热剧,http://39.134.65.208/PLTV/88888888/224/3221225679/index.m3u8
中国功夫,http://39.134.65.208/PLTV/88888888/224/3221225604/index.m3u8
农业致富,http://39.134.65.208/PLTV/88888888/224/3221225552/index.m3u8
家庭剧场,http://39.134.65.208/PLTV/88888888/224/3221225682/index.m3u8
惊悚悬疑,http://39.134.65.208/PLTV/88888888/224/3221225553/index.m3u8
武搏世界,http://39.134.65.208/PLTV/88888888/224/3221225547/index.m3u8
潮妈辣婆,http://39.134.65.208/PLTV/88888888/224/3221225542/index.m3u8
炫舞未来,http://39.134.65.208/PLTV/88888888/224/3221225646/index.m3u8
爱情喜剧,http://39.134.65.208/PLTV/88888888/224/3221225533/index.m3u8
精品体育,http://39.134.65.208/PLTV/88888888/224/3221225526/index.m3u8
精品大剧,http://39.134.65.208/PLTV/88888888/224/3221225536/index.m3u8
精品纪录,http://39.134.65.208/PLTV/88888888/224/3221225545/index.m3u8
超级体育,http://39.134.65.208/PLTV/88888888/224/3221225635/index.m3u8
超级电影,http://39.134.65.208/PLTV/88888888/224/3221225644/index.m3u8
超级电视剧,http://39.134.65.208/PLTV/88888888/224/3221225637/index.m3u8
超级综艺,http://39.134.65.208/PLTV/88888888/224/3221225642/index.m3u8
金牌综艺,http://39.134.65.208/PLTV/88888888/224/3221225525/index.m3u8
军事评论,http://39.134.65.208/PLTV/88888888/224/3221225535/index.m3u8
军旅剧场,http://39.134.65.208/PLTV/88888888/224/3221225560/index.m3u8
动作电影,http://39.134.65.208/PLTV/88888888/224/3221225555/index.m3u8
古装剧场,http://39.134.65.208/PLTV/88888888/224/3221225524/index.m3u8
家庭剧场,http://39.134.65.208/PLTV/88888888/224/3221225538/index.m3u8
明星大片,http://39.134.65.208/PLTV/88888888/224/3221225550/index.m3u8
黑莓动画,http://39.134.65.208/PLTV/88888888/224/3221225529/index.m3u8
黑莓电影,http://39.134.65.208/PLTV/88888888/224/3221225681/index.m3u8
黑莓电竞,http://39.134.65.208/PLTV/88888888/224/3221225559/index.m3u8
爱院线,http://183.215.116.134:6610/000000001000/6000000006000030630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000030630&livemode=1&stbId=3
爱科幻,http://183.215.116.134:6610/000000001000/6000000006000020630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000020630&livemode=1&stbId=3
爱浪漫,http://183.215.116.134:6610/000000001000/6000000006000040630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000040630&livemode=1&stbId=3
爱喜剧,http://183.215.116.134:6610/000000001000/6000000006000010630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000010630&livemode=1&stbId=3
爱悬疑,http://183.215.116.134:6610/000000001000/6000000006000050630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000050630&livemode=1&stbId=3
爱经典,http://183.215.116.134:6610/000000001000/6000000006000060630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000060630&livemode=1&stbId=3
爱赛车,http://183.215.116.134:6610/000000001000/6000000006000240630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000240630&livemode=1&stbId=3
爱体育,http://183.215.116.134:6610/000000001000/6000000006000290630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000290630&livemode=1&stbId=3
爱奇谈,http://183.215.116.134:6610/000000001000/6000000006000270630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000270630&livemode=1&stbId=3
爱玩具,http://183.215.116.134:6610/000000001000/6000000006000220630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000220630&livemode=1&stbId=3
爱怀旧,http://183.215.116.134:6610/000000001000/6000000006000260630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000260630&livemode=1&stbId=3
爱旅行,http://183.215.116.134:6610/000000001000/6000000006000250630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000250630&livemode=1&stbId=3
爱幼教,http://183.215.116.134:6610/000000001000/6000000006000180630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000180630&livemode=1&stbId=3
爱谍战,http://183.215.116.134:6610/000000001000/6000000006000070630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000070630&livemode=1&stbId=3
爱历史,http://183.215.116.134:6610/000000001000/6000000006000150630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000150630&livemode=1&stbId=3
爱都市,http://183.215.116.134:6610/000000001000/6000000006000080630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000080630&livemode=1&stbId=3
爱科学,http://183.215.116.134:6610/000000001000/6000000006000160630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000160630&livemode=1&stbId=3
爱青春,http://183.215.116.134:6610/000000001000/6000000006000100630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000100630&livemode=1&stbId=3
爱动漫,http://183.215.116.134:6610/000000001000/6000000006000280630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000280630&livemode=1&stbId=3

历年春晚,#genre#
春晚1984,http://txmov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
春晚1985,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
春晚1986,https://txmov2.a.kwimgs.com/bs3/video-hls/5231493982164619599_hlshd15.m3u8
春晚1987,https://txmov2.a.kwimgs.com/bs3/video-hls/5195746663405928031_hlsb.m3u8
春晚1988,https://txmov2.a.kwimgs.com/bs3/video-hls/5216575810935394655_hlsb.m3u8
春晚1989,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
春晚1991,https://txmov2.a.kwimgs.com/bs3/video-hls/5210664837540712798_hlshd15.m3u8
